1,10000,0.0426,10000,
2,10000,0.048,20000,
3,10000,0.0468,30000,
4,10000,0.048,40000,
5,10000,0.0531,50000,
6,10000,0.0538,60000,
7,10000,0.0601,70000,
8,10000,0.0665,80000,
9,10000,0.0771,90000,
10,10000,0.0767,100000,
11,10000,0.0759,110000,
12,10000,0.0851,120000,
13,10000,0.0835,130000,
14,10000,0.0899,140000,
15,10000,0.0938,150000,
16,10000,0.0916,160000,
17,10000,0.0924,170000,
18,10000,0.1037,180000,
19,10000,0.0946,190000,
20,10000,0.1092,200000,
21,10000,0.1097,210000,
22,10000,0.1165,220000,
23,10000,0.1132,230000,
24,10000,0.0982,240000,
25,10000,0.1026,250000,
26,10000,0.1044,260000,
27,10000,0.1127,270000,
28,10000,0.104,280000,
29,10000,0.1172,290000,
30,10000,0.1072,300000,
31,10000,0.1138,310000,
32,10000,0.1104,320000,
33,10000,0.1261,330000,
34,10000,0.119,340000,
35,10000,0.1198,350000,
36,10000,0.1282,360000,
37,10000,0.1208,370000,
38,10000,0.1225,380000,
39,10000,0.124,390000,
40,10000,0.1306,400000,
41,10000,0.1368,410000,
42,10000,0.1279,420000,
43,10000,0.1381,430000,
44,10000,0.1333,440000,
45,10000,0.1386,450000,
46,10000,0.1464,460000,
47,10000,0.1372,470000,
48,10000,0.1381,480000,
49,10000,0.1463,490000,
50,10000,0.1436,500000,
51,10000,0.1435,510000,
52,10000,0.1511,520000,
53,10000,0.149,530000,
54,10000,0.1495,540000,
55,10000,0.1538,550000,
56,10000,0.1552,560000,
57,10000,0.1553,570000,
58,10000,0.1622,580000,
59,10000,0.1622,590000,
60,10000,0.1594,600000,
61,10000,0.1768,610000,
62,10000,0.1738,620000,
63,10000,0.1668,630000,
64,10000,0.1695,640000,
65,10000,0.1729,650000,
66,10000,0.1818,660000,
67,10000,0.1777,670000,
68,10000,0.1731,680000,
69,10000,0.1858,690000,
70,10000,0.1894,700000,
71,10000,0.1741,710000,
72,10000,0.183,720000,
73,10000,0.1864,730000,
74,10000,0.1935,740000,
75,10000,0.188,750000,
76,10000,0.1946,760000,
77,10000,0.1965,770000,
78,10000,0.1935,780000,
79,10000,0.1912,790000,
80,10000,0.1979,800000,
81,10000,0.2026,810000,
82,10000,0.2006,820000,
83,10000,0.1995,830000,
84,10000,0.2057,840000,
85,10000,0.2022,850000,
86,10000,0.2073,860000,
87,10000,0.2116,870000,
88,10000,0.2058,880000,
89,10000,0.2134,890000,
90,10000,0.2162,900000,
91,10000,0.225,910000,
92,10000,0.222,920000,
93,10000,0.2118,930000,
94,10000,0.2169,940000,
95,10000,0.2275,950000,
96,10000,0.2226,960000,
97,10000,0.2218,970000,
98,10000,0.2275,980000,
99,10000,0.2246,990000,
100,10000,0.2349,1e+06,
