1,10000,0.0466,10000,
2,10000,0.0561,20000,
3,10000,0.0461,30000,
4,10000,0.0546,40000,
5,10000,0.0512,50000,
6,10000,0.0537,60000,
7,10000,0.0544,70000,
8,10000,0.0524,80000,
9,10000,0.0561,90000,
10,10000,0.0609,100000,
11,10000,0.0598,110000,
12,10000,0.0568,120000,
13,10000,0.0634,130000,
14,10000,0.0675,140000,
15,10000,0.0694,150000,
16,10000,0.0724,160000,
17,10000,0.0752,170000,
18,10000,0.0848,180000,
19,10000,0.0783,190000,
20,10000,0.0836,200000,
21,10000,0.0855,210000,
22,10000,0.0843,220000,
23,10000,0.0799,230000,
24,10000,0.0893,240000,
25,10000,0.0878,250000,
26,10000,0.093,260000,
27,10000,0.09,270000,
28,10000,0.093,280000,
29,10000,0.0931,290000,
30,10000,0.0978,300000,
31,10000,0.0935,310000,
32,10000,0.0969,320000,
33,10000,0.0977,330000,
34,10000,0.104,340000,
35,10000,0.1012,350000,
36,10000,0.1032,360000,
37,10000,0.1142,370000,
38,10000,0.1051,380000,
39,10000,0.1093,390000,
40,10000,0.1104,400000,
41,10000,0.1112,410000,
42,10000,0.1238,420000,
43,10000,0.1214,430000,
44,10000,0.1218,440000,
45,10000,0.1237,450000,
46,10000,0.1229,460000,
47,10000,0.1191,470000,
48,10000,0.1252,480000,
49,10000,0.1287,490000,
50,10000,0.126,500000,
51,10000,0.1325,510000,
52,10000,0.1316,520000,
53,10000,0.1345,530000,
54,10000,0.1279,540000,
55,10000,0.1413,550000,
56,10000,0.1452,560000,
57,10000,0.1399,570000,
58,10000,0.1379,580000,
59,10000,0.1395,590000,
60,10000,0.1501,600000,
61,10000,0.144,610000,
62,10000,0.1474,620000,
63,10000,0.1529,630000,
64,10000,0.1574,640000,
65,10000,0.1494,650000,
66,10000,0.1497,660000,
67,10000,0.1523,670000,
68,10000,0.155,680000,
69,10000,0.1534,690000,
70,10000,0.1527,700000,
71,10000,0.1665,710000,
72,10000,0.1609,720000,
73,10000,0.1569,730000,
74,10000,0.1675,740000,
75,10000,0.166,750000,
76,10000,0.1761,760000,
77,10000,0.1686,770000,
78,10000,0.1676,780000,
79,10000,0.174,790000,
80,10000,0.1839,800000,
81,10000,0.1927,810000,
82,10000,0.1773,820000,
83,10000,0.1825,830000,
84,10000,0.1729,840000,
85,10000,0.1757,850000,
86,10000,0.1807,860000,
87,10000,0.1808,870000,
88,10000,0.1866,880000,
89,10000,0.1873,890000,
90,10000,0.1842,900000,
91,10000,0.1901,910000,
92,10000,0.1914,920000,
93,10000,0.1908,930000,
94,10000,0.1902,940000,
95,10000,0.192,950000,
96,10000,0.1942,960000,
97,10000,0.2016,970000,
98,10000,0.2044,980000,
99,10000,0.2003,990000,
100,10000,0.2042,1e+06,
